Country,Year,Daily_Cigarettes,Percentage_Male_Smokers,Percentage_Female_Smokers,Percentage_Total_Smokers,Smokers_Total,Smokers_Female,Smokers_Male,Region
Azerbaijan,2012,17.0,22.4,45.2,0.9,1622189,33504,1588685,Asia
Bahamas,1980,38.9,11.1,17.3,5.1,14684,3454,11230,North America
Bahamas,1981,37.9,11.0,17.2,5.1,15054,3549,11505,North America
Bahamas,1982,36.7,11.0,17.1,5.1,15431,3655,11777,North America
Bahamas,1983,35.4,10.9,17.0,5.1,15819,3771,12049,North America
Bahamas,1984,33.9,10.9,16.9,5.1,16168,3879,12288,North America
Bahamas,1985,32.4,10.8,16.8,5.1,16511,3989,12522,North America
Bahamas,1986,31.1,10.8,16.7,5.1,16867,4097,12770,North America
Bahamas,1987,30.0,10.7,16.5,5.1,17236,4209,13027,North America
Bahamas,1988,28.9,10.7,16.5,5.1,17626,4328,13298,North America
Bahamas,1989,27.9,10.7,16.4,5.2,18017,4454,13563,North America
Bahamas,1990,27.1,10.7,16.3,5.2,18466,4598,13868,North America
Bahamas,1991,26.4,10.7,16.4,5.3,19009,4765,14243,North America
Bahamas,1992,26.0,10.8,16.5,5.4,19629,4952,14676,North America
Bahamas,1993,25.7,11.0,16.7,5.5,20273,5150,15123,North America
Bahamas,1994,25.4,11.1,16.8,5.5,20887,5351,15536,North America
Bahamas,1995,25.1,11.2,16.9,5.6,21441,5552,15889,North America
Bahamas,1996,24.7,11.2,17.0,5.7,21918,5749,16169,North America
Bahamas,1997,25.0,10.9,16.7,5.5,21664,5622,16043,North America
Bahamas,1998,25.1,10.7,16.4,5.3,21515,5528,15987,North America
Bahamas,1999,25.0,10.5,16.2,5.1,21511,5476,16035,North America
Bahamas,2000,24.7,10.3,16.0,5.0,21679,5466,16213,North America
Bahamas,2001,24.4,10.2,15.9,4.9,22015,5500,16515,North America
Bahamas,2002,24.1,10.1,15.8,4.8,22493,5570,16923,North America
Bahamas,2003,24.0,10.0,15.8,4.7,23096,5668,17427,North America
Bahamas,2004,23.9,10.0,15.7,4.7,23759,5784,17975,North America
Bahamas,2005,23.8,10.0,15.7,4.7,24416,5903,18513,North America
Bahamas,2006,23.7,9.9,15.7,4.6,25064,6025,19040,North America
Bahamas,2007,23.7,9.9,15.6,4.6,25729,6157,19572,North America
Bahamas,2008,23.9,9.9,15.7,4.6,26434,6303,20131,North America
Bahamas,2009,24.1,10.0,15.7,4.6,27186,6453,20733,North America
Bahamas,2010,24.4,10.0,15.8,4.6,27931,6600,21331,North America
Bahamas,2011,24.6,10.0,15.9,4.6,28657,6740,21917,North America
Bahamas,2012,24.7,10.1,16.0,4.6,29346,6875,22471,North America
Bahrain,1980,19.1,17.3,24.0,6.2,40835,5472,35364,Asia
Bahrain,1981,18.9,17.5,24.3,6.2,43047,5799,37248,Asia
Bahrain,1982,19.0,17.5,24.4,6.3,44536,6154,38382,Asia
Bahrain,1983,19.1,17.4,24.4,6.4,45624,6516,39108,Asia
Bahrain,1984,19.3,17.2,24.3,6.4,46495,6854,39641,Asia
Bahrain,1985,19.6,17.0,24.0,6.4,47316,7148,40168,Asia
Bahrain,1986,20.1,16.7,23.5,6.4,48101,7385,40716,Asia
Bahrain,1987,20.7,16.3,22.9,6.4,48804,7576,41228,Asia
Bahrain,1988,21.3,15.9,22.2,6.3,49495,7756,41739,Asia
Bahrain,1989,22.0,15.6,21.6,6.3,50105,7935,42170,Asia
Bahrain,1990,22.6,15.2,21.0,6.2,50728,8145,42582,Asia
Bahrain,1991,23.1,14.9,20.5,6.2,51565,8412,43153,Asia
Bahrain,1992,23.3,14.8,20.4,6.2,52978,8644,44334,Asia
Bahrain,1993,23.4,14.7,20.3,6.1,54518,8905,45614,Asia
Bahrain,1994,23.5,14.7,20.2,6.1,56040,9165,46875,Asia
Bahrain,1995,23.6,14.6,20.2,6.1,57493,9436,48057,Asia
Bahrain,1996,23.7,14.6,20.2,6.0,58814,9708,49106,Asia
Bahrain,1997,24.0,14.4,20.0,5.9,59543,9751,49792,Asia
Bahrain,1998,24.5,14.0,19.7,5.6,59966,9651,50315,Asia
Bahrain,1999,26.0,13.2,18.8,5.0,58489,8865,49624,Asia
Bahrain,2000,27.4,12.5,18.0,4.4,57985,8174,49811,Asia
Bahrain,2001,28.2,12.1,17.5,4.0,58916,7692,51224,Asia
Bahrain,2002,27.2,12.5,18.1,3.9,64235,7864,56371,Asia
Bahrain,2003,25.7,13.2,19.0,3.9,71990,8275,63715,Asia
Bahrain,2004,23.9,14.1,20.2,4.1,83000,8989,74011,Asia
Bahrain,2005,22.0,15.2,21.7,4.2,97778,10036,87741,Asia
Bahrain,2006,20.1,16.4,23.3,4.4,116897,11444,105453,Asia
Bahrain,2007,18.5,17.6,24.9,4.7,139652,13153,126499,Asia
Bahrain,2008,17.6,18.3,25.7,4.8,160060,14879,145181,Asia
Bahrain,2009,17.1,18.8,26.2,5.0,177840,16500,161339,Asia
Bahrain,2010,16.9,19.0,26.4,5.1,190737,17850,172887,Asia
Bahrain,2011,16.9,19.1,26.5,5.2,197864,18821,179043,Asia
Bahrain,2012,17.0,19.0,26.4,5.3,200159,19480,180679,Asia
Bangladesh,1980,9.3,24.6,45.5,1.7,11293245,369477,10923768,Asia
Bangladesh,1981,9.2,24.5,45.2,1.7,11582130,378311,11203820,Asia
Bangladesh,1982,9.1,24.4,45.0,1.7,11887603,386753,11500851,Asia
Bangladesh,1983,9.0,24.4,44.8,1.7,12209960,394783,11815177,Asia
Bangladesh,1984,8.8,24.3,44.6,1.6,12543836,402981,12140855,Asia
Bangladesh,1985,8.7,24.2,44.5,1.6,12888980,412054,12476926,Asia
Bangladesh,1986,8.5,24.1,44.3,1.6,13251651,421681,12829970,Asia
Bangladesh,1987,8.4,24.1,44.2,1.6,13629358,431210,13198147,Asia
Bangladesh,1988,8.2,24.0,44.1,1.6,14015215,440956,13574259,Asia
Bangladesh,1989,8.0,23.9,44.0,1.6,14403888,450617,13953271,Asia
Bangladesh,1990,7.8,23.8,43.9,1.6,14786930,459493,14327437,Asia
Bangladesh,1991,7.6,23.6,43.7,1.5,15161601,467769,14693832,Asia
Bangladesh,1992,7.4,23.5,43.5,1.5,15523009,476062,15046948,Asia
Bangladesh,1993,7.2,23.4,43.3,1.5,15885115,484409,15400707,Asia
Bangladesh,1994,7.0,23.2,43.1,1.5,16267239,494298,15772942,Asia
Bangladesh,1995,6.8,23.1,43.0,1.5,16670371,504605,16165766,Asia
Bangladesh,1996,6.6,23.0,42.8,1.4,17095713,514935,16580778,Asia
Bangladesh,1997,6.4,22.9,42.7,1.4,17553987,529777,17024210,Asia
Bangladesh,1998,6.1,22.8,42.6,1.4,18016354,541372,17474981,Asia
Bangladesh,1999,5.9,22.8,42.6,1.4,18503259,553951,17949308,Asia
Bangladesh,2000,5.6,22.8,42.6,1.4,19014894,567394,18447500,Asia
Bangladesh,2001,5.4,22.9,42.8,1.4,19575053,582470,18992582,Asia
Bangladesh,2002,5.1,23.0,43.1,1.4,20180474,602230,19578244,Asia
Bangladesh,2003,4.8,23.3,43.8,1.5,21008853,662256,20346598,Asia
Bangladesh,2004,4.5,23.5,44.1,1.6,21630563,720567,20909996,Asia
Bangladesh,2005,4.3,23.4,44.1,1.6,22035646,724420,21311226,Asia
Bangladesh,2006,4.1,23.3,43.9,1.5,22330758,720695,21610062,Asia
Bangladesh,2007,3.9,23.1,43.7,1.5,22540179,712258,21827921,Asia
Bangladesh,2008,3.8,22.8,43.4,1.4,22693137,704269,21988868,Asia
Bangladesh,2009,3.6,22.6,43.1,1.4,22869372,698950,22170421,Asia
Bangladesh,2010,3.4,22.5,43.0,1.4,23204268,704126,22500142,Asia
Bangladesh,2011,3.2,22.4,43.0,1.4,23586140,724048,22862092,Asia
Bangladesh,2012,3.0,22.4,42.9,1.4,24013742,750115,23263625,Asia
Barbados,1980,39.3,6.7,11.9,2.2,11786,2070,9716,North America
Barbados,1981,38.0,6.8,12.0,2.2,12000,2102,9898,North America
Barbados,1982,37.1,6.8,12.1,2.2,12290,2140,10149,North America
Barbados,1983,36.3,6.9,12.3,2.3,12605,2181,10424,North America
Barbados,1984,35.5,7.0,12.4,2.3,12889,2216,10673,North America
Barbados,1985,34.8,7.0,12.4,2.3,13132,2246,10885,North America
Barbados,1986,34.0,7.0,12.4,2.3,13287,2266,11021,North America
Barbados,1987,33.1,7.0,12.4,2.3,13394,2279,11115,North America
Barbados,1988,32.2,7.0,12.3,2.2,13457,2284,11173,North America
Barbados,1989,31.3,6.9,12.1,2.2,13480,2282,11198,North America
Barbados,1990,30.8,6.9,12.0,2.2,13509,2276,11233,North America
Barbados,1991,30.7,6.8,12.0,2.2,13532,2262,11270,North America
Barbados,1992,30.9,6.8,11.9,2.2,13581,2255,11325,North America
Barbados,1993,31.2,6.8,11.8,2.1,13604,2245,11358,North America
Barbados,1994,31.6,6.8,11.8,2.1,13632,2236,11396,North America
Barbados,1995,31.8,6.7,11.7,2.1,13663,2224,11439,North America
Barbados,1996,32.0,6.7,11.6,2.1,13686,2210,11476,North America
Barbados,1997,32.0,6.7,11.5,2.1,13636,2179,11457,North America
Barbados,1998,31.8,6.6,11.4,2.0,13574,2148,11426,North America
Barbados,1999,31.5,6.5,11.2,2.0,13515,2121,11394,North America
Barbados,2000,31.2,6.5,11.1,2.0,13471,2101,11370,North America
Barbados,2001,31.0,6.4,11.0,2.0,13467,2093,11374,North America
Barbados,2002,30.9,6.4,10.9,1.9,13491,2093,11398,North America
Barbados,2003,30.8,6.3,10.9,1.9,13524,2099,11426,North America
Barbados,2004,30.4,6.3,10.8,1.9,13543,2107,11436,North America
Barbados,2005,30.0,6.2,10.7,1.9,13551,2116,11435,North America
Barbados,2006,29.5,6.2,10.6,1.9,13560,2127,11434,North America
Barbados,2007,28.8,6.1,10.5,1.9,13576,2138,11438,North America
Barbados,2008,28.1,6.1,10.4,1.9,13616,2151,11466,North America
Barbados,2009,27.7,6.1,10.4,1.9,13687,2168,11519,North America
Barbados,2010,27.3,6.1,10.3,1.9,13748,2186,11562,North America
Barbados,2011,26.8,6.1,10.3,1.9,13802,2204,11597,North America
Barbados,2012,26.3,6.0,10.2,1.9,13827,2212,11615,North America
Belarus,1980,14.5,27.3,49.2,9.3,2025347,378832,1646515,Europe
Belarus,1981,14.5,27.5,49.6,9.3,2063107,384691,1678415,Europe
Belarus,1982,14.6,27.8,50.1,9.4,2100275,389852,1710424,Europe
Belarus,1983,14.7,28.1,50.6,9.5,2134678,394155,1740523,Europe
Belarus,1984,14.8,28.3,51.1,9.5,2166956,398414,1768542,Europe
Belarus,1985,14.9,28.6,51.6,9.6,2198602,403033,1795569,Europe
Belarus,1986,15.1,28.9,52.1,9.7,2231899,407695,1824205,Europe
Belarus,1987,15.3,29.2,52.6,9.7,2263766,411200,1852565,Europe
Belarus,1988,15.6,29.5,53.1,9.8,2294239,414066,1880173,Europe
Belarus,1989,15.8,29.7,53.5,9.8,2324748,416850,1907898,Europe
Belarus,1990,16.1,29.9,53.9,9.8,2347529,418609,1928920,Europe
Belarus,1991,16.3,30.2,54.3,9.9,2368324,420370,1947954,Europe
Belarus,1992,16.5,30.3,54.5,9.9,2390063,421704,1968359,Europe
Belarus,1993,16.6,30.4,54.6,9.8,2407585,422276,1985309,Europe
Belarus,1994,16.6,30.3,54.5,9.8,2406203,421891,1984313,Europe
Belarus,1995,16.6,30.1,54.3,9.7,2397560,419610,1977951,Europe
Belarus,1996,16.5,30.0,54.2,9.6,2396350,415754,1980596,Europe
Belarus,1997,16.8,29.7,53.5,9.5,2377781,412425,1965356,Europe
Belarus,1998,17.2,29.3,52.7,9.4,2358410,410654,1947756,Europe
Belarus,1999,17.7,28.9,51.9,9.4,2338979,409812,1929167,Europe
Belarus,2000,18.3,28.6,51.2,9.3,2320364,410431,1909933,Europe
Belarus,2001,19.3,27.9,49.7,9.4,2271072,412540,1858532,Europe
Belarus,2002,20.4,27.1,48.0,9.4,2214387,415898,1798489,Europe
Belarus,2003,21.6,26.4,46.4,9.5,2158715,420240,1738475,Europe
Belarus,2004,22.8,25.9,45.1,9.6,2113621,425239,1688382,Europe
Belarus,2005,24.1,25.5,44.1,9.7,2078616,430097,1648519,Europe
Belarus,2006,25.3,25.2,43.4,9.8,2053342,434391,1618951,Europe
Belarus,2007,26.5,25.1,43.1,9.9,2039936,437685,1602252,Europe
Belarus,2008,27.5,25.1,43.2,10.0,2041056,440582,1600473,Europe
Belarus,2009,28.4,25.3,43.4,10.0,2046281,441437,1604844,Europe
Belarus,2010,29.1,25.5,43.9,10.1,2062684,441828,1620856,Europe
Belarus,2011,29.2,26.2,45.4,10.1,2117626,443628,1673998,Europe
Belarus,2012,29.3,26.9,46.8,10.1,2174988,446618,1728370,Europe
Belgium,1980,24.0,32.5,39.9,25.5,2545647,1034916,1510731,Europe
Belgium,1981,23.8,32.2,39.5,25.4,2537536,1034812,1502724,Europe
Belgium,1982,23.6,31.9,39.1,25.3,2530240,1035169,1495070,Europe
Belgium,1983,23.5,31.7,38.8,25.2,2524578,1035192,1489386,Europe
Belgium,1984,23.3,31.5,38.4,25.0,2516760,1034178,1482582,Europe
Belgium,1985,23.1,31.3,38.1,24.9,2509189,1032210,1476980,Europe
Belgium,1986,22.9,31.1,37.9,24.7,2501932,1029939,1471993,Europe
Belgium,1987,22.6,30.9,37.6,24.6,2495593,1027807,1467785,Europe
Belgium,1988,22.1,30.9,37.6,24.6,2502907,1030288,1472619,Europe
Belgium,1989,21.6,30.9,37.5,24.6,2509722,1033330,1476392,Europe
Belgium,1990,21.1,30.7,37.3,24.6,2506725,1036336,1470389,Europe
Belgium,1991,20.6,30.7,37.1,24.7,2512019,1044018,1468001,Europe
Belgium,1992,20.0,30.8,37.0,25.0,2531070,1061179,1469891,Europe
Belgium,1993,19.4,31.0,36.9,25.4,2557634,1082074,1475560,Europe
Belgium,1994,18.9,31.1,36.9,25.8,2578992,1100861,1478131,Europe
Belgium,1995,18.5,30.9,36.6,25.6,2572843,1098910,1473933,Europe
Belgium,1996,18.3,30.7,36.4,25.3,2557226,1090132,1467094,Europe
Belgium,1997,18.2,30.0,35.7,24.7,2512106,1067775,1444331,Europe
Belgium,1998,18.1,29.3,34.8,24.1,2457552,1042387,1415165,Europe
Belgium,1999,18.1,28.4,33.8,23.4,2392982,1014419,1378563,Europe
Belgium,2000,18.3,27.2,32.3,22.6,2301099,982473,1318626,Europe
Belgium,2001,18.5,26.3,30.9,21.9,2228574,959343,1269231,Europe
Belgium,2002,18.2,25.9,30.2,21.8,2205239,958132,1247107,Europe
Belgium,2003,18.1,25.4,29.4,21.6,2176689,954290,1222399,Europe
Belgium,2004,17.8,25.1,28.8,21.5,2161006,956879,1204126,Europe
Belgium,2005,17.3,25.0,28.5,21.7,2172518,972486,1200032,Europe
Belgium,2006,16.7,25.2,28.5,22.1,2203645,994318,1209327,Europe
Belgium,2007,16.1,25.4,28.6,22.4,2242630,1019035,1223595,Europe
Belgium,2008,15.5,25.7,28.7,22.8,2285456,1044887,1240569,Europe
Belgium,2009,15.1,26.0,28.9,23.2,2331401,1071142,1260260,Europe
Belgium,2010,14.7,26.1,29.0,23.4,2349914,1081645,1268269,Europe
Belgium,2011,14.5,26.1,29.0,23.4,2362174,1087725,1274448,Europe
Belgium,2012,14.3,26.1,29.0,23.4,2371022,1091015,1280008,Europe
Belize,1980,50.9,11.1,20.0,2.0,8538,759,7779,North America
Belize,1981,49.7,10.9,19.7,2.0,8686,768,7918,North America
Belize,1982,48.6,10.8,19.5,1.9,8861,780,8081,North America
Belize,1983,47.6,10.7,19.3,1.9,9055,796,8259,North America
Belize,1984,46.5,10.5,19.1,1.9,9263,813,8449,North America
Belize,1985,45.5,10.4,18.9,1.8,9484,832,8652,North America
Belize,1986,44.4,10.3,18.7,1.8,9707,851,8857,North America
Belize,1987,43.3,10.2,18.5,1.8,9930,869,9061,North America
Belize,1988,42.1,10.1,18.3,1.8,10147,887,9260,North America
Belize,1989,40.9,10.0,18.2,1.8,10347,905,9443,North America
Belize,1990,39.7,9.9,18.0,1.8,10530,922,9608,North America
Belize,1991,38.7,9.9,17.9,1.7,10693,940,9753,North America
Belize,1992,37.7,9.8,17.8,1.7,10851,962,9889,North America
Belize,1993,36.8,9.8,17.7,1.8,11016,986,10030,North America
Belize,1994,36.0,9.7,17.6,1.8,11224,1013,10211,North America
Belize,1995,35.3,9.7,17.5,1.8,11488,1046,10442,North America
Belize,1996,34.6,9.6,17.5,1.8,11815,1082,10732,North America
Belize,1997,34.4,9.5,17.3,1.7,12093,1106,10987,North America
Belize,1998,34.1,9.4,17.1,1.7,12419,1132,11286,North America
Belize,1999,33.9,9.3,16.9,1.7,12761,1158,11603,North America
Belize,2000,33.7,9.2,16.7,1.7,13092,1181,11911,North America
Belize,2001,33.6,9.1,16.6,1.6,13404,1203,12201,North America
Belize,2002,33.5,9.0,16.4,1.6,13720,1224,12496,North America
Belize,2003,33.4,8.9,16.3,1.6,14032,1246,12786,North America
Belize,2004,33.7,8.7,15.9,1.5,14215,1254,12961,North America
Belize,2005,34.0,8.6,15.7,1.5,14455,1271,13184,North America
Belize,2006,33.8,8.5,15.6,1.5,14897,1313,13584,North America
Belize,2007,33.6,8.5,15.6,1.5,15404,1363,14041,North America
Belize,2008,33.3,8.6,15.7,1.5,15997,1422,14575,North America
Belize,2009,33.0,8.6,15.8,1.5,16649,1487,15162,North America
Belize,2010,32.7,8.7,16.0,1.6,17344,1558,15786,North America
Belize,2011,32.4,8.8,16.1,1.6,18079,1634,16445,North America
Belize,2012,32.1,8.9,16.2,1.6,18827,1714,17114,North America
Benin,1980,21.5,9.4,16.3,3.3,193028,36212,156816,Africa
Benin,1981,19.6,9.3,16.0,3.3,194339,36564,157775,Africa
Benin,1982,17.5,9.1,15.7,3.2,195557,36908,158649,Africa
Benin,1983,16.2,9.0,15.5,3.2,198585,37507,161077,Africa
Benin,1984,15.0,8.9,15.3,3.2,201922,38206,163716,Africa
Benin,1985,13.7,8.8,15.2,3.2,205379,39033,166346,Africa
Benin,1986,12.5,8.7,15.0,3.2,209171,39986,169185,Africa
Benin,1987,11.8,8.7,14.9,3.2,214080,41128,172952,Africa
Benin,1988,11.2,8.7,14.9,3.2,219567,42390,177176,Africa
Benin,1989,11.0,8.7,14.9,3.2,226634,43873,182761,Africa
Benin,1990,10.7,8.7,14.8,3.2,234282,45433,188849,Africa
Benin,1991,10.4,8.7,14.7,3.2,242770,47061,195709,Africa
Benin,1992,10.1,8.7,14.7,3.2,252593,48866,203727,Africa
Benin,1993,9.7,8.7,14.6,3.2,263179,50783,212396,Africa
Benin,1994,9.4,8.7,14.6,3.2,273986,52826,221160,Africa
Benin,1995,9.1,8.7,14.5,3.2,283862,54867,228995,Africa
Benin,1996,8.7,8.7,14.5,3.3,292713,56829,235884,Africa
Benin,1997,8.3,8.6,14.4,3.1,297028,55276,241752,Africa
Benin,1998,8.0,8.5,14.4,2.9,302132,54429,247703,Africa
Benin,1999,7.5,8.4,14.4,2.8,308534,54080,254454,Africa
Benin,2000,7.2,8.3,14.3,2.8,316350,54083,262267,Africa
Benin,2001,6.8,8.3,14.3,2.7,324991,54234,270757,Africa
Benin,2002,6.4,8.2,14.2,2.5,332038,51970,280068,Africa
Benin,2003,6.2,8.1,14.1,2.3,340079,49871,290207,Africa
Benin,2004,6.0,8.0,14.1,2.1,348574,47859,300715,Africa
Benin,2005,5.8,7.9,14.0,2.0,357650,46016,311634,Africa
Benin,2006,5.7,7.8,14.0,1.9,367196,44422,322774,Africa
Benin,2007,5.5,7.7,14.0,1.7,376316,42351,333965,Africa
Benin,2008,5.4,7.7,13.9,1.6,386204,40819,345385,Africa
Benin,2009,5.2,7.7,13.9,1.6,398555,41639,356916,Africa
Benin,2010,5.1,7.7,13.9,1.6,411762,42636,369126,Africa
Benin,2011,4.9,7.7,13.9,1.6,425477,43945,381532,Africa
Benin,2012,4.8,7.7,13.9,1.6,439181,45526,393655,Africa
Bhutan,1980,42.0,12.0,19.1,4.0,28483,4429,24054,Asia
Bhutan,1981,41.8,12.0,19.0,4.0,29048,4519,24529,Asia
Bhutan,1982,41.6,11.9,18.9,4.0,29494,4597,24897,Asia
Bhutan,1983,41.3,11.8,18.8,4.0,29852,4666,25186,Asia
Bhutan,1984,41.2,11.8,18.7,3.9,30277,4745,25531,Asia
Bhutan,1985,41.1,11.7,18.5,3.9,30835,4848,25987,Asia
Bhutan,1986,40.9,11.6,18.4,3.9,31557,4985,26573,Asia
Bhutan,1987,40.2,11.4,18.2,3.9,32322,5138,27184,Asia
Bhutan,1988,39.8,11.3,18.0,3.8,33115,5293,27822,Asia
Bhutan,1989,39.3,11.2,17.9,3.8,33616,5396,28219,Asia
Bhutan,1990,38.7,11.1,17.7,3.8,33680,5428,28251,Asia
Bhutan,1991,38.4,11.1,17.6,3.8,33294,5389,27905,Asia
Bhutan,1992,38.1,11.0,17.5,3.8,32533,5291,27242,Asia
Bhutan,1993,37.6,10.9,17.3,3.7,31590,5172,26418,Asia
Bhutan,1994,37.3,10.8,17.1,3.7,30844,5105,25739,Asia
Bhutan,1995,36.8,10.7,17.0,3.8,30466,5112,25354,Asia
Bhutan,1996,36.4,10.6,16.8,3.8,30538,5209,25329,Asia
Bhutan,1997,35.9,10.5,16.7,3.8,31034,5383,25650,Asia
Bhutan,1998,35.5,10.4,16.6,3.8,31917,5609,26308,Asia
Bhutan,1999,34.8,10.4,16.5,3.8,33189,5863,27326,Asia
Bhutan,2000,33.9,10.4,16.5,3.8,34820,6114,28707,Asia
Bhutan,2001,32.8,10.4,16.5,3.8,36800,6341,30459,Asia
Bhutan,2002,31.5,10.5,16.5,3.8,39086,6556,32530,Asia
Bhutan,2003,30.2,10.6,16.6,3.7,41592,6787,34806,Asia
Bhutan,2004,29.1,10.7,16.6,3.7,44095,7013,37082,Asia
Bhutan,2005,28.1,10.8,16.7,3.7,46464,7275,39189,Asia
Bhutan,2006,27.3,10.9,16.8,3.7,48600,7552,41048,Asia
Bhutan,2007,26.4,10.9,16.8,3.8,50545,7833,42712,Asia
Bhutan,2008,25.6,11.0,16.9,3.8,52339,8108,44230,Asia
Bhutan,2009,24.9,11.0,17.0,3.8,54024,8377,45648,Asia
Bhutan,2010,24.2,11.0,17.0,3.8,55597,8632,46965,Asia
Bhutan,2011,23.6,11.0,17.0,3.8,57122,8884,48237,Asia
Bhutan,2012,23.0,11.0,17.0,3.8,58540,9112,49428,Asia
Bolivia,1980,3.0,33.3,45.4,21.8,1025503,344990,680514,South America
Bolivia,1981,3.0,33.3,45.4,21.9,1052926,354484,698443,South America
Bolivia,1982,3.0,33.3,45.4,21.9,1081030,364046,716984,South America
Bolivia,1983,2.9,33.3,45.4,21.9,1109903,373974,735929,South America
Bolivia,1984,2.9,33.4,45.4,21.9,1140060,384531,755529,South America
Bolivia,1985,2.8,33.4,45.4,22.0,1171517,395418,776099,South America
Bolivia,1986,2.8,33.4,45.4,22.0,1204044,406735,797309,South America
Bolivia,1987,2.7,33.4,45.4,22.1,1238373,418725,819648,South America
Bolivia,1988,2.6,33.5,45.4,22.1,1274543,431467,843076,South America
Bolivia,1989,2.6,33.6,45.5,22.3,1312187,445085,867102,South America
Bolivia,1990,2.5,33.7,45.6,22.4,1351482,459780,891701,South America
Bolivia,1991,2.5,33.9,45.7,22.6,1392495,475509,916986,South America
Bolivia,1992,2.4,34.1,45.9,22.9,1435769,492259,943511,South America
Bolivia,1993,2.3,34.4,46.1,23.1,1481886,510370,971516,South America
Bolivia,1994,2.3,34.7,46.4,23.4,1530580,529400,1001180,South America
Bolivia,1995,2.2,35.0,46.7,23.8,1581687,549308,1032380,South America
Bolivia,1996,2.2,35.3,47.0,24.1,1635755,570292,1065463,South America
Bolivia,1997,2.2,34.6,46.6,23.1,1644158,559330,1084828,South America
Bolivia,1998,2.2,34.2,46.5,22.4,1665323,556055,1109268,South America
Bolivia,1999,2.2,34.0,46.5,21.9,1694005,557975,1136031,South America
Bolivia,2000,2.2,33.8,46.5,21.5,1725970,561557,1164412,South America
Bolivia,2001,2.2,33.5,46.4,21.1,1756645,564319,1192326,South America
Bolivia,2002,2.2,33.2,46.3,20.6,1782027,563960,1218066,South America
Bolivia,2003,2.2,32.7,46.0,19.9,1797885,558001,1239883,South America
Bolivia,2004,2.3,32.0,45.5,19.0,1800901,544738,1256163,South America
Bolivia,2005,2.4,30.1,44.1,16.7,1737289,490049,1247240,South America
Bolivia,2006,2.6,28.3,42.5,14.5,1670317,436948,1233369,South America
Bolivia,2007,2.8,26.6,41.0,12.7,1609085,390728,1218357,South America
Bolivia,2008,2.9,25.2,39.6,11.3,1562181,355381,1206800,South America
Bolivia,2009,3.0,24.7,39.0,10.9,1569468,351060,1218408,South America
Bolivia,2010,3.1,24.5,38.6,10.7,1589945,353311,1236634,South America
Bolivia,2011,3.1,24.4,38.5,10.7,1620867,360349,1260519,South America
Bolivia,2012,3.1,24.4,38.4,10.8,1660006,371434,1288572,South America
Bosnia and Herzegovina,1980,23.6,36.3,45.3,27.9,1076920,427574,649346,Europe
Bosnia and Herzegovina,1981,23.6,36.7,45.8,28.2,1108744,439131,669613,Europe
Bosnia and Herzegovina,1982,23.5,37.1,46.4,28.5,1139323,449949,689374,Europe
Bosnia and Herzegovina,1983,23.4,37.5,46.8,28.6,1168564,460139,708424,Europe
Bosnia and Herzegovina,1984,23.2,37.8,47.3,28.8,1198546,470815,727732,Europe
Bosnia and Herzegovina,1985,23.1,38.1,47.7,29.0,1229880,482004,747876,Europe
Bosnia and Herzegovina,1986,23.0,38.3,48.0,29.2,1264976,494371,770605,Europe
Bosnia and Herzegovina,1987,22.8,38.6,48.3,29.3,1300852,507080,793772,Europe
Bosnia and Herzegovina,1988,22.6,38.7,48.4,29.4,1329497,517625,811871,Europe
Bosnia and Herzegovina,1989,22.5,38.7,48.5,29.5,1340022,521978,818044,Europe
Bosnia and Herzegovina,1990,22.2,38.6,48.3,29.4,1323463,517001,806462,Europe
Bosnia and Herzegovina,1991,22.0,38.4,47.9,29.3,1277152,501828,775324,Europe
Bosnia and Herzegovina,1992,21.7,38.0,47.5,29.2,1207447,478597,728851,Europe
Bosnia and Herzegovina,1993,21.5,37.6,46.9,29.0,1128694,451981,676713,Europe
Bosnia and Herzegovina,1994,21.3,37.2,46.4,28.8,1061296,429128,632169,Europe
Bosnia and Herzegovina,1995,21.2,36.9,46.0,28.6,1019873,415144,604728,Europe
Bosnia and Herzegovina,1996,21.4,36.9,46.1,28.6,1017063,414510,602553,Europe
Bosnia and Herzegovina,1997,21.8,37.0,46.2,28.6,1036609,421060,615549,Europe
Bosnia and Herzegovina,1998,22.0,36.9,46.2,28.4,1067337,431404,635933,Europe
Bosnia and Herzegovina,1999,22.2,36.7,46.1,28.1,1096090,440603,655487,Europe
Bosnia and Herzegovina,2000,22.3,36.3,45.7,27.8,1112576,444757,667820,Europe
Bosnia and Herzegovina,2001,22.4,35.9,45.3,27.3,1114690,443049,671641,Europe
Bosnia and Herzegovina,2002,22.5,35.4,44.7,26.8,1106823,437398,669425,Europe
Bosnia and Herzegovina,2003,22.7,34.6,43.9,26.0,1085445,425041,660405,Europe
Bosnia and Herzegovina,2004,22.8,34.0,43.3,25.5,1068720,416909,651811,Europe
Bosnia and Herzegovina,2005,22.9,33.5,42.6,25.1,1054282,410457,643825,Europe
Bosnia and Herzegovina,2006,23.1,33.1,42.0,24.8,1041958,405161,636796,Europe
Bosnia and Herzegovina,2007,23.2,32.7,41.4,24.5,1031005,400442,630563,Europe
Bosnia and Herzegovina,2008,23.4,32.3,41.0,24.2,1021647,396139,625509,Europe
Bosnia and Herzegovina,2009,23.5,32.0,40.6,24.0,1013015,392267,620748,Europe
